[(1, 7), (6, 8), (11, 12), (2, 3), (4, 10), (9, 5)]
[(6, 8), (4, 10), (9, 5), (11, 12), (2, 3), (1, 7)]
[(9, 5), (2, 3), (6, 8), (4, 10), (11, 12), (1, 7)]
[(9, 5), (6, 8), (1, 7), (4, 10), (2, 3), (11, 12)]
[(4, 10), (9, 5), (11, 12), (6, 8), (1, 7), (2, 3)]
[(6, 8), (9, 5), (1, 7), (11, 12), (4, 10), (2, 3)]
[(1, 7), (9, 5), (6, 8), (4, 10), (11, 12), (2, 3)]
[(1, 7), (11, 12), (6, 8), (4, 10), (9, 5), (2, 3)]
[(1, 7), (11, 12), (2, 3), (4, 10), (6, 8), (9, 5)]
[(4, 10), (6, 8), (9, 5), (2, 3), (11, 12), (1, 7)]
[(4, 10), (9, 5), (2, 3), (11, 12), (1, 7), (6, 8)]
[(6, 8), (1, 7), (9, 5), (11, 12), (2, 3), (4, 10)]
[(6, 8), (11, 12), (9, 5), (4, 10), (2, 3), (1, 7)]
[(6, 8), (2, 3), (11, 12), (1, 7), (4, 10), (9, 5)]
[(9, 5), (1, 7), (2, 3), (11, 12), (4, 10), (6, 8)]
[(9, 5), (1, 7), (4, 10), (6, 8), (2, 3), (11, 12)]
[(4, 10), (1, 7), (2, 3), (6, 8), (9, 5), (11, 12)]
[(2, 3), (6, 8), (11, 12), (4, 10), (1, 7), (9, 5)]
[(6, 8), (2, 3), (4, 10), (9, 5), (11, 12), (1, 7)]
[(9, 5), (6, 8), (2, 3), (11, 12), (1, 7), (4, 10)]
[(11, 12), (6, 8), (9, 5), (4, 10), (1, 7), (2, 3)]
[(11, 12), (9, 5), (6, 8), (2, 3), (4, 10), (1, 7)]
[(2, 3), (1, 7), (6, 8), (9, 5), (11, 12), (4, 10)]
[(2, 3), (9, 5), (4, 10), (6, 8), (11, 12), (1, 7)]
[(1, 7), (6, 8), (2, 3), (11, 12), (9, 5), (4, 10)]
[(4, 10), (11, 12), (6, 8), (2, 3), (9, 5), (1, 7)]
[(9, 5), (11, 12), (4, 10), (2, 3), (1, 7), (6, 8)]
[(1, 7), (4, 10), (6, 8), (9, 5), (2, 3), (11, 12)]
[(11, 12), (6, 8), (2, 3), (1, 7), (9, 5), (4, 10)]
[(1, 7), (4, 10), (6, 8), (11, 12), (2, 3), (9, 5)]
[(2, 3), (1, 7), (9, 5), (11, 12), (4, 10), (6, 8)]
[(6, 8), (1, 7), (11, 12), (9, 5), (2, 3), (4, 10)]
[(11, 12), (1, 7), (2, 3), (9, 5), (6, 8), (4, 10)]
[(11, 12), (4, 10), (9, 5), (6, 8), (2, 3), (1, 7)]
[(11, 12), (4, 10), (1, 7), (2, 3), (6, 8), (9, 5)]
[(4, 10), (1, 7), (6, 8), (9, 5), (2, 3), (11, 12)]
[(6, 8), (11, 12), (1, 7), (9, 5), (4, 10), (2, 3)]
[(2, 3), (4, 10), (1, 7), (9, 5), (6, 8), (11, 12)]
[(1, 7), (4, 10), (2, 3), (9, 5), (6, 8), (11, 12)]
[(2, 3), (4, 10), (11, 12), (1, 7), (9, 5), (6, 8)]
[(4, 10), (9, 5), (6, 8), (1, 7), (2, 3), (11, 12)]
[(1, 7), (9, 5), (11, 12), (2, 3), (4, 10), (6, 8)]
[(4, 10), (1, 7), (11, 12), (6, 8), (9, 5), (2, 3)]
[(6, 8), (1, 7), (9, 5), (4, 10), (2, 3), (11, 12)]
[(9, 5), (11, 12), (1, 7), (6, 8), (2, 3), (4, 10)]
[(11, 12), (1, 7), (9, 5), (4, 10), (2, 3), (6, 8)]
[(2, 3), (4, 10), (6, 8), (1, 7), (9, 5), (11, 12)]
[(1, 7), (4, 10), (6, 8), (2, 3), (11, 12), (9, 5)]
[(1, 7), (11, 12), (4, 10), (9, 5), (2, 3), (6, 8)]
[(2, 3), (4, 10), (9, 5), (1, 7), (11, 12), (6, 8)]
[(9, 5), (6, 8), (4, 10), (1, 7), (11, 12), (2, 3)]
[(1, 7), (2, 3), (9, 5), (4, 10), (6, 8), (11, 12)]
[(11, 12), (9, 5), (2, 3), (6, 8), (4, 10), (1, 7)]
[(2, 3), (6, 8), (9, 5), (1, 7), (11, 12), (4, 10)]
[(4, 10), (1, 7), (6, 8), (2, 3), (11, 12), (9, 5)]
[(1, 7), (11, 12), (4, 10), (9, 5), (6, 8), (2, 3)]
[(11, 12), (9, 5), (2, 3), (4, 10), (6, 8), (1, 7)]
[(2, 3), (11, 12), (4, 10), (6, 8), (1, 7), (9, 5)]
[(4, 10), (11, 12), (6, 8), (1, 7), (2, 3), (9, 5)]
[(1, 7), (6, 8), (4, 10), (9, 5), (2, 3), (11, 12)]
[(4, 10), (1, 7), (2, 3), (9, 5), (6, 8), (11, 12)]
[(6, 8), (2, 3), (11, 12), (4, 10), (1, 7), (9, 5)]
[(11, 12), (1, 7), (6, 8), (9, 5), (4, 10), (2, 3)]
[(2, 3), (6, 8), (1, 7), (9, 5), (4, 10), (11, 12)]
[(2, 3), (11, 12), (6, 8), (4, 10), (1, 7), (9, 5)]
[(4, 10), (1, 7), (6, 8), (11, 12), (9, 5), (2, 3)]
[(4, 10), (1, 7), (2, 3), (11, 12), (9, 5), (6, 8)]
[(1, 7), (4, 10), (6, 8), (9, 5), (11, 12), (2, 3)]
[(2, 3), (4, 10), (1, 7), (9, 5), (11, 12), (6, 8)]
[(6, 8), (1, 7), (2, 3), (11, 12), (4, 10), (9, 5)]
[(6, 8), (9, 5), (4, 10), (2, 3), (11, 12), (1, 7)]
[(6, 8), (11, 12), (9, 5), (1, 7), (4, 10), (2, 3)]
[(11, 12), (4, 10), (1, 7), (6, 8), (9, 5), (2, 3)]
[(11, 12), (4, 10), (1, 7), (9, 5), (2, 3), (6, 8)]
[(6, 8), (4, 10), (1, 7), (2, 3), (11, 12), (9, 5)]
[(9, 5), (2, 3), (4, 10), (11, 12), (1, 7), (6, 8)]
[(2, 3), (1, 7), (6, 8), (4, 10), (11, 12), (9, 5)]
[(9, 5), (2, 3), (1, 7), (11, 12), (6, 8), (4, 10)]
[(11, 12), (2, 3), (4, 10), (6, 8), (9, 5), (1, 7)]
[(11, 12), (6, 8), (9, 5), (2, 3), (4, 10), (1, 7)]
[(2, 3), (9, 5), (4, 10), (1, 7), (6, 8), (11, 12)]
[(4, 10), (11, 12), (9, 5), (2, 3), (6, 8), (1, 7)]
[(11, 12), (6, 8), (1, 7), (9, 5), (2, 3), (4, 10)]
[(2, 3), (4, 10), (11, 12), (6, 8), (9, 5), (1, 7)]
[(1, 7), (2, 3), (9, 5), (11, 12), (6, 8), (4, 10)]
[(6, 8), (4, 10), (1, 7), (9, 5), (2, 3), (11, 12)]
[(9, 5), (1, 7), (4, 10), (6, 8), (11, 12), (2, 3)]
[(9, 5), (4, 10), (1, 7), (11, 12), (6, 8), (2, 3)]
[(4, 10), (1, 7), (9, 5), (6, 8), (11, 12), (2, 3)]
[(1, 7), (9, 5), (4, 10), (11, 12), (6, 8), (2, 3)]
[(6, 8), (1, 7), (9, 5), (4, 10), (11, 12), (2, 3)]
[(9, 5), (4, 10), (1, 7), (2, 3), (6, 8), (11, 12)]
[(4, 10), (6, 8), (1, 7), (2, 3), (11, 12), (9, 5)]
[(6, 8), (2, 3), (9, 5), (1, 7), (4, 10), (11, 12)]
[(2, 3), (11, 12), (1, 7), (6, 8), (4, 10), (9, 5)]
[(6, 8), (1, 7), (11, 12), (2, 3), (9, 5), (4, 10)]
[(9, 5), (6, 8), (4, 10), (1, 7), (2, 3), (11, 12)]
[(1, 7), (4, 10), (11, 12), (9, 5), (6, 8), (2, 3)]
[(4, 10), (6, 8), (9, 5), (1, 7), (11, 12), (2, 3)]
[(6, 8), (2, 3), (4, 10), (9, 5), (1, 7), (11, 12)]
[(6, 8), (4, 10), (9, 5), (2, 3), (1, 7), (11, 12)]
[(6, 8), (9, 5), (2, 3), (4, 10), (1, 7), (11, 12)]
[(4, 10), (6, 8), (11, 12), (1, 7), (2, 3), (9, 5)]
[(2, 3), (6, 8), (11, 12), (1, 7), (9, 5), (4, 10)]
[(2, 3), (1, 7), (6, 8), (11, 12), (9, 5), (4, 10)]
[(11, 12), (6, 8), (4, 10), (9, 5), (1, 7), (2, 3)]
[(6, 8), (1, 7), (9, 5), (11, 12), (4, 10), (2, 3)]
[(6, 8), (2, 3), (1, 7), (11, 12), (4, 10), (9, 5)]
[(1, 7), (6, 8), (4, 10), (2, 3), (9, 5), (11, 12)]
[(6, 8), (4, 10), (2, 3), (1, 7), (9, 5), (11, 12)]
[(6, 8), (4, 10), (11, 12), (1, 7), (2, 3), (9, 5)]
[(6, 8), (2, 3), (1, 7), (9, 5), (11, 12), (4, 10)]
[(1, 7), (2, 3), (6, 8), (9, 5), (4, 10), (11, 12)]
[(9, 5), (1, 7), (2, 3), (4, 10), (6, 8), (11, 12)]
[(9, 5), (1, 7), (11, 12), (4, 10), (2, 3), (6, 8)]
[(11, 12), (9, 5), (4, 10), (6, 8), (1, 7), (2, 3)]
[(1, 7), (6, 8), (2, 3), (11, 12), (4, 10), (9, 5)]
[(2, 3), (9, 5), (6, 8), (11, 12), (4, 10), (1, 7)]
[(9, 5), (6, 8), (1, 7), (11, 12), (4, 10), (2, 3)]
[(2, 3), (6, 8), (1, 7), (4, 10), (11, 12), (9, 5)]
[(11, 12), (6, 8), (2, 3), (4, 10), (9, 5), (1, 7)]
[(11, 12), (4, 10), (9, 5), (2, 3), (6, 8), (1, 7)]
[(1, 7), (11, 12), (9, 5), (6, 8), (4, 10), (2, 3)]
[(4, 10), (11, 12), (2, 3), (9, 5), (1, 7), (6, 8)]
[(4, 10), (6, 8), (2, 3), (1, 7), (9, 5), (11, 12)]
[(1, 7), (2, 3), (9, 5), (6, 8), (4, 10), (11, 12)]
[(4, 10), (2, 3), (6, 8), (11, 12), (1, 7), (9, 5)]
[(4, 10), (9, 5), (11, 12), (2, 3), (1, 7), (6, 8)]
[(9, 5), (1, 7), (6, 8), (11, 12), (2, 3), (4, 10)]
[(2, 3), (11, 12), (1, 7), (4, 10), (6, 8), (9, 5)]
[(2, 3), (1, 7), (9, 5), (6, 8), (11, 12), (4, 10)]
[(4, 10), (6, 8), (11, 12), (2, 3), (1, 7), (9, 5)]
[(11, 12), (2, 3), (4, 10), (6, 8), (1, 7), (9, 5)]
[(11, 12), (6, 8), (4, 10), (1, 7), (2, 3), (9, 5)]
[(4, 10), (6, 8), (2, 3), (9, 5), (11, 12), (1, 7)]
[(9, 5), (6, 8), (1, 7), (2, 3), (11, 12), (4, 10)]
[(2, 3), (6, 8), (1, 7), (4, 10), (9, 5), (11, 12)]
[(9, 5), (1, 7), (11, 12), (2, 3), (6, 8), (4, 10)]
[(4, 10), (11, 12), (6, 8), (9, 5), (2, 3), (1, 7)]
[(1, 7), (4, 10), (9, 5), (2, 3), (6, 8), (11, 12)]
[(9, 5), (2, 3), (1, 7), (11, 12), (4, 10), (6, 8)]
[(4, 10), (11, 12), (2, 3), (6, 8), (1, 7), (9, 5)]
[(6, 8), (9, 5), (4, 10), (2, 3), (1, 7), (11, 12)]
[(2, 3), (4, 10), (11, 12), (9, 5), (1, 7), (6, 8)]
[(4, 10), (9, 5), (11, 12), (1, 7), (6, 8), (2, 3)]
[(11, 12), (4, 10), (1, 7), (9, 5), (6, 8), (2, 3)]
[(1, 7), (6, 8), (4, 10), (11, 12), (2, 3), (9, 5)]
[(2, 3), (4, 10), (9, 5), (11, 12), (1, 7), (6, 8)]
[(1, 7), (11, 12), (9, 5), (6, 8), (2, 3), (4, 10)]
[(1, 7), (11, 12), (9, 5), (4, 10), (6, 8), (2, 3)]
[(11, 12), (4, 10), (9, 5), (1, 7), (6, 8), (2, 3)]
[(11, 12), (9, 5), (1, 7), (4, 10), (6, 8), (2, 3)]
[(1, 7), (4, 10), (2, 3), (11, 12), (9, 5), (6, 8)]
[(1, 7), (4, 10), (6, 8), (11, 12), (9, 5), (2, 3)]
[(6, 8), (9, 5), (2, 3), (11, 12), (4, 10), (1, 7)]
[(2, 3), (9, 5), (1, 7), (4, 10), (11, 12), (6, 8)]
[(11, 12), (6, 8), (1, 7), (9, 5), (4, 10), (2, 3)]
[(2, 3), (11, 12), (4, 10), (9, 5), (1, 7), (6, 8)]
[(1, 7), (2, 3), (11, 12), (9, 5), (4, 10), (6, 8)]
[(6, 8), (1, 7), (11, 12), (4, 10), (2, 3), (9, 5)]
[(1, 7), (4, 10), (9, 5), (6, 8), (2, 3), (11, 12)]
[(4, 10), (2, 3), (6, 8), (9, 5), (1, 7), (11, 12)]
[(9, 5), (2, 3), (6, 8), (11, 12), (1, 7), (4, 10)]
[(1, 7), (4, 10), (2, 3), (6, 8), (9, 5), (11, 12)]
[(4, 10), (9, 5), (1, 7), (2, 3), (11, 12), (6, 8)]
[(4, 10), (11, 12), (6, 8), (1, 7), (9, 5), (2, 3)]
[(9, 5), (1, 7), (4, 10), (2, 3), (6, 8), (11, 12)]
[(11, 12), (6, 8), (9, 5), (1, 7), (2, 3), (4, 10)]
[(1, 7), (6, 8), (9, 5), (2, 3), (11, 12), (4, 10)]
[(4, 10), (11, 12), (2, 3), (6, 8), (9, 5), (1, 7)]
[(11, 12), (2, 3), (6, 8), (9, 5), (1, 7), (4, 10)]
[(6, 8), (2, 3), (9, 5), (4, 10), (1, 7), (11, 12)]
[(1, 7), (2, 3), (6, 8), (4, 10), (11, 12), (9, 5)]
[(4, 10), (6, 8), (9, 5), (11, 12), (2, 3), (1, 7)]
[(1, 7), (11, 12), (2, 3), (4, 10), (9, 5), (6, 8)]
[(6, 8), (11, 12), (9, 5), (2, 3), (1, 7), (4, 10)]
[(6, 8), (11, 12), (2, 3), (9, 5), (1, 7), (4, 10)]
[(1, 7), (2, 3), (11, 12), (6, 8), (4, 10), (9, 5)]
[(1, 7), (11, 12), (4, 10), (6, 8), (2, 3), (9, 5)]
[(9, 5), (6, 8), (11, 12), (2, 3), (1, 7), (4, 10)]
[(2, 3), (6, 8), (4, 10), (9, 5), (1, 7), (11, 12)]
[(11, 12), (6, 8), (4, 10), (1, 7), (9, 5), (2, 3)]
[(4, 10), (11, 12), (1, 7), (2, 3), (6, 8), (9, 5)]
[(6, 8), (11, 12), (1, 7), (4, 10), (2, 3), (9, 5)]
[(11, 12), (1, 7), (6, 8), (9, 5), (2, 3), (4, 10)]
[(4, 10), (1, 7), (11, 12), (9, 5), (6, 8), (2, 3)]
[(2, 3), (1, 7), (9, 5), (6, 8), (4, 10), (11, 12)]
[(9, 5), (6, 8), (4, 10), (2, 3), (1, 7), (11, 12)]
[(11, 12), (2, 3), (4, 10), (9, 5), (6, 8), (1, 7)]
[(1, 7), (9, 5), (11, 12), (6, 8), (4, 10), (2, 3)]
[(4, 10), (6, 8), (11, 12), (9, 5), (2, 3), (1, 7)]
[(11, 12), (1, 7), (9, 5), (2, 3), (4, 10), (6, 8)]
[(11, 12), (2, 3), (4, 10), (1, 7), (9, 5), (6, 8)]
[(4, 10), (9, 5), (1, 7), (11, 12), (6, 8), (2, 3)]
[(9, 5), (2, 3), (4, 10), (6, 8), (1, 7), (11, 12)]
[(6, 8), (1, 7), (4, 10), (11, 12), (9, 5), (2, 3)]
[(1, 7), (4, 10), (11, 12), (2, 3), (9, 5), (6, 8)]
[(4, 10), (6, 8), (1, 7), (11, 12), (2, 3), (9, 5)]
[(4, 10), (6, 8), (9, 5), (2, 3), (1, 7), (11, 12)]
[(2, 3), (11, 12), (9, 5), (1, 7), (4, 10), (6, 8)]
[(4, 10), (2, 3), (1, 7), (9, 5), (11, 12), (6, 8)]
[(6, 8), (9, 5), (1, 7), (2, 3), (4, 10), (11, 12)]
[(6, 8), (9, 5), (2, 3), (1, 7), (4, 10), (11, 12)]
[(2, 3), (4, 10), (9, 5), (1, 7), (6, 8), (11, 12)]
[(1, 7), (9, 5), (2, 3), (4, 10), (6, 8), (11, 12)]
[(2, 3), (9, 5), (11, 12), (6, 8), (4, 10), (1, 7)]
[(4, 10), (2, 3), (9, 5), (11, 12), (6, 8), (1, 7)]
[(1, 7), (2, 3), (6, 8), (11, 12), (9, 5), (4, 10)]
[(6, 8), (2, 3), (9, 5), (1, 7), (11, 12), (4, 10)]
[(11, 12), (1, 7), (4, 10), (6, 8), (2, 3), (9, 5)]
[(11, 12), (1, 7), (4, 10), (6, 8), (9, 5), (2, 3)]
[(11, 12), (1, 7), (4, 10), (9, 5), (6, 8), (2, 3)]
[(11, 12), (9, 5), (4, 10), (6, 8), (2, 3), (1, 7)]
[(4, 10), (1, 7), (2, 3), (9, 5), (11, 12), (6, 8)]
[(4, 10), (9, 5), (2, 3), (6, 8), (11, 12), (1, 7)]
[(6, 8), (2, 3), (11, 12), (4, 10), (9, 5), (1, 7)]
[(4, 10), (1, 7), (9, 5), (6, 8), (2, 3), (11, 12)]
[(6, 8), (4, 10), (1, 7), (2, 3), (9, 5), (11, 12)]
[(6, 8), (11, 12), (9, 5), (4, 10), (1, 7), (2, 3)]
[(9, 5), (4, 10), (6, 8), (1, 7), (2, 3), (11, 12)]
[(1, 7), (6, 8), (11, 12), (9, 5), (2, 3), (4, 10)]
[(6, 8), (11, 12), (1, 7), (4, 10), (9, 5), (2, 3)]
[(2, 3), (11, 12), (1, 7), (4, 10), (9, 5), (6, 8)]
[(6, 8), (1, 7), (11, 12), (9, 5), (4, 10), (2, 3)]
[(11, 12), (1, 7), (2, 3), (9, 5), (4, 10), (6, 8)]
[(6, 8), (9, 5), (11, 12), (1, 7), (2, 3), (4, 10)]
[(11, 12), (4, 10), (6, 8), (1, 7), (2, 3), (9, 5)]
[(9, 5), (6, 8), (2, 3), (4, 10), (1, 7), (11, 12)]
[(1, 7), (9, 5), (11, 12), (4, 10), (2, 3), (6, 8)]
[(2, 3), (9, 5), (6, 8), (1, 7), (11, 12), (4, 10)]
[(6, 8), (1, 7), (2, 3), (4, 10), (11, 12), (9, 5)]
[(1, 7), (9, 5), (2, 3), (4, 10), (11, 12), (6, 8)]
[(11, 12), (1, 7), (6, 8), (2, 3), (9, 5), (4, 10)]
[(2, 3), (6, 8), (1, 7), (11, 12), (4, 10), (9, 5)]
[(11, 12), (2, 3), (9, 5), (4, 10), (1, 7), (6, 8)]
[(4, 10), (2, 3), (11, 12), (6, 8), (9, 5), (1, 7)]
[(6, 8), (4, 10), (9, 5), (1, 7), (2, 3), (11, 12)]
[(2, 3), (11, 12), (4, 10), (9, 5), (6, 8), (1, 7)]
[(9, 5), (11, 12), (4, 10), (6, 8), (1, 7), (2, 3)]
[(11, 12), (4, 10), (1, 7), (6, 8), (2, 3), (9, 5)]
[(1, 7), (2, 3), (4, 10), (6, 8), (11, 12), (9, 5)]
[(1, 7), (11, 12), (4, 10), (2, 3), (9, 5), (6, 8)]
[(6, 8), (2, 3), (1, 7), (9, 5), (4, 10), (11, 12)]
[(6, 8), (11, 12), (1, 7), (9, 5), (2, 3), (4, 10)]
[(11, 12), (9, 5), (1, 7), (4, 10), (2, 3), (6, 8)]
[(1, 7), (6, 8), (2, 3), (4, 10), (11, 12), (9, 5)]
[(11, 12), (9, 5), (6, 8), (4, 10), (1, 7), (2, 3)]
[(1, 7), (11, 12), (6, 8), (4, 10), (2, 3), (9, 5)]
[(9, 5), (11, 12), (6, 8), (4, 10), (1, 7), (2, 3)]
[(9, 5), (6, 8), (11, 12), (4, 10), (2, 3), (1, 7)]
[(4, 10), (1, 7), (11, 12), (6, 8), (2, 3), (9, 5)]
[(6, 8), (2, 3), (1, 7), (4, 10), (9, 5), (11, 12)]
[(11, 12), (1, 7), (4, 10), (2, 3), (9, 5), (6, 8)]
[(2, 3), (1, 7), (11, 12), (9, 5), (6, 8), (4, 10)]
[(11, 12), (4, 10), (2, 3), (9, 5), (1, 7), (6, 8)]
[(4, 10), (9, 5), (11, 12), (1, 7), (2, 3), (6, 8)]
[(6, 8), (11, 12), (4, 10), (1, 7), (2, 3), (9, 5)]
[(9, 5), (2, 3), (6, 8), (11, 12), (4, 10), (1, 7)]
[(4, 10), (1, 7), (6, 8), (2, 3), (9, 5), (11, 12)]
[(9, 5), (1, 7), (11, 12), (4, 10), (6, 8), (2, 3)]
[(2, 3), (1, 7), (4, 10), (9, 5), (11, 12), (6, 8)]
[(2, 3), (1, 7), (4, 10), (6, 8), (9, 5), (11, 12)]
[(4, 10), (2, 3), (11, 12), (1, 7), (6, 8), (9, 5)]
[(1, 7), (6, 8), (2, 3), (4, 10), (9, 5), (11, 12)]
[(1, 7), (6, 8), (4, 10), (9, 5), (11, 12), (2, 3)]
[(2, 3), (1, 7), (6, 8), (9, 5), (4, 10), (11, 12)]
[(4, 10), (6, 8), (1, 7), (9, 5), (2, 3), (11, 12)]
[(6, 8), (4, 10), (9, 5), (11, 12), (1, 7), (2, 3)]
[(11, 12), (1, 7), (4, 10), (2, 3), (6, 8), (9, 5)]
[(1, 7), (2, 3), (4, 10), (11, 12), (9, 5), (6, 8)]
[(6, 8), (11, 12), (2, 3), (1, 7), (4, 10), (9, 5)]
[(11, 12), (9, 5), (6, 8), (4, 10), (2, 3), (1, 7)]
[(11, 12), (1, 7), (6, 8), (2, 3), (4, 10), (9, 5)]
[(1, 7), (9, 5), (11, 12), (6, 8), (2, 3), (4, 10)]
[(9, 5), (11, 12), (2, 3), (1, 7), (6, 8), (4, 10)]
[(1, 7), (11, 12), (6, 8), (2, 3), (4, 10), (9, 5)]
[(11, 12), (6, 8), (2, 3), (4, 10), (1, 7), (9, 5)]
[(11, 12), (6, 8), (1, 7), (2, 3), (4, 10), (9, 5)]
[(2, 3), (11, 12), (6, 8), (4, 10), (9, 5), (1, 7)]
[(4, 10), (9, 5), (6, 8), (1, 7), (11, 12), (2, 3)]
[(2, 3), (6, 8), (4, 10), (1, 7), (11, 12), (9, 5)]
[(2, 3), (6, 8), (4, 10), (11, 12), (9, 5), (1, 7)]
[(1, 7), (6, 8), (11, 12), (4, 10), (2, 3), (9, 5)]
[(6, 8), (4, 10), (2, 3), (9, 5), (11, 12), (1, 7)]
[(9, 5), (4, 10), (6, 8), (11, 12), (2, 3), (1, 7)]
[(2, 3), (4, 10), (11, 12), (9, 5), (6, 8), (1, 7)]
[(9, 5), (4, 10), (2, 3), (6, 8), (1, 7), (11, 12)]
[(4, 10), (6, 8), (1, 7), (11, 12), (9, 5), (2, 3)]
[(6, 8), (2, 3), (4, 10), (1, 7), (11, 12), (9, 5)]
[(4, 10), (6, 8), (9, 5), (1, 7), (2, 3), (11, 12)]
[(1, 7), (9, 5), (4, 10), (2, 3), (11, 12), (6, 8)]
[(4, 10), (1, 7), (11, 12), (2, 3), (6, 8), (9, 5)]
[(11, 12), (9, 5), (1, 7), (2, 3), (4, 10), (6, 8)]
[(6, 8), (9, 5), (11, 12), (2, 3), (1, 7), (4, 10)]
[(2, 3), (1, 7), (6, 8), (4, 10), (9, 5), (11, 12)]
[(6, 8), (9, 5), (2, 3), (1, 7), (11, 12), (4, 10)]
[(4, 10), (9, 5), (6, 8), (2, 3), (11, 12), (1, 7)]
[(2, 3), (4, 10), (1, 7), (6, 8), (11, 12), (9, 5)]
[(4, 10), (9, 5), (2, 3), (6, 8), (1, 7), (11, 12)]
[(4, 10), (11, 12), (9, 5), (1, 7), (2, 3), (6, 8)]
[(4, 10), (2, 3), (1, 7), (6, 8), (11, 12), (9, 5)]
[(1, 7), (9, 5), (4, 10), (11, 12), (2, 3), (6, 8)]
[(2, 3), (6, 8), (9, 5), (4, 10), (11, 12), (1, 7)]
[(9, 5), (1, 7), (6, 8), (4, 10), (2, 3), (11, 12)]
[(9, 5), (4, 10), (6, 8), (11, 12), (1, 7), (2, 3)]
[(2, 3), (6, 8), (1, 7), (9, 5), (11, 12), (4, 10)]
[(1, 7), (9, 5), (11, 12), (2, 3), (6, 8), (4, 10)]
[(2, 3), (4, 10), (9, 5), (6, 8), (1, 7), (11, 12)]
[(4, 10), (6, 8), (2, 3), (11, 12), (9, 5), (1, 7)]
[(9, 5), (4, 10), (2, 3), (11, 12), (6, 8), (1, 7)]
[(1, 7), (9, 5), (6, 8), (2, 3), (11, 12), (4, 10)]
[(11, 12), (6, 8), (2, 3), (9, 5), (1, 7), (4, 10)]
[(2, 3), (11, 12), (6, 8), (1, 7), (4, 10), (9, 5)]
[(6, 8), (1, 7), (11, 12), (2, 3), (4, 10), (9, 5)]
[(6, 8), (4, 10), (2, 3), (9, 5), (1, 7), (11, 12)]
[(2, 3), (11, 12), (6, 8), (9, 5), (1, 7), (4, 10)]
[(9, 5), (11, 12), (2, 3), (6, 8), (4, 10), (1, 7)]
[(4, 10), (6, 8), (2, 3), (1, 7), (11, 12), (9, 5)]
[(4, 10), (11, 12), (2, 3), (9, 5), (6, 8), (1, 7)]
